Real Rating,Predicted Rating,Assertion,Audit Reasons,Iteration,StartTime,EndTime,Duration
0,5,False,['Positive Sentiment'],0,1729545866.5785675,1729545873.8958583,7.317291021347046
0,4,False,['General Enjoyment'],1,1729545873.8958583,1729545883.3821218,9.486263275146484
0,5,False,['Positive Sentiment'],2,1729545883.3821218,1729545890.556889,7.174767255783081
0,2,False,['Negative Sentiment'],3,1729545890.556889,1729545897.6751385,7.118249416351318
0,3,False,['Neutral Sentiment'],4,1729545897.6751385,1729545904.8408408,7.1657023429870605
0,5,False,['Positive Sentiment'],5,1729545904.841345,1729545913.3985898,8.557244777679443
0,4,False,['Positive Sentiment'],6,1729545913.3985898,1729545921.0048175,7.606227874755859
0,0,True,['Negative Sentiment'],7,1729545921.0048175,1729545929.195048,8.190230131149292
0,2,False,"['Negative Sentiment', 'Lack of Engagement']",8,1729545929.1960504,1729545936.8922586,7.696208238601685
0,5,False,['Positive Sentiment'],9,1729545936.8922586,1729545944.914728,8.022469282150269
0,5,False,['Positive Sentiment'],10,1729545944.914728,1729545952.9933586,8.078630685806274
0,5,False,['Positive Sentiment'],11,1729545952.9933586,1729545960.814647,7.821288347244263
0,2,False,['Character Dissatisfaction'],12,1729545960.814647,1729545968.183466,7.368818998336792
0,3,False,['Neutral Sentiment'],13,1729545968.183972,1729545975.876144,7.692171812057495
0,2,False,['Negative Sentiment'],14,1729545975.876144,1729545983.3218873,7.445743322372436
0,4,False,['Neutral Sentiment'],15,1729545983.3218873,1729545992.2675233,8.94563603401184
0,3,False,['Neutral Sentiment'],16,1729545992.2675233,1729546000.1329622,7.865438938140869
0,5,False,['Positive Sentiment'],17,1729546000.1334658,1729546007.723384,7.58991813659668
0,2,False,"['Character Dissatisfaction', 'Plot Dissatisfaction']",18,1729546007.723384,1729546015.133732,7.410348176956177
0,2,False,['Negative Sentiment'],19,1729546015.133732,1729546024.6676557,9.533923625946043
0,0,True,['Negative Sentiment'],20,1729546024.6676557,1729546031.8323946,7.164738893508911
0,3,False,['Neutral Sentiment'],21,1729546031.8323946,1729546040.3958166,8.563421964645386
0,3,False,['Neutral Sentiment'],22,1729546040.3958166,1729546050.540167,10.14435076713562
0,4,False,['Positive Sentiment'],23,1729546050.540167,1729546058.7917712,8.251603841781616
0,5,False,['Positive Sentiment'],24,1729546058.7922747,1729546066.5403442,7.748069524765015
0,2,False,"['Character Dissatisfaction', 'Plot Dissatisfaction']",25,1729546066.5403442,1729546073.3551726,6.814828395843506
0,5,False,['Positive Sentiment'],26,1729546073.3551726,1729546080.676922,7.321749448776245
0,2,False,['Character Dissatisfaction'],27,1729546080.676922,1729546089.5581007,8.881178617477417
0,5,False,['Positive Sentiment'],28,1729546089.5581007,1729546096.918437,7.3603363037109375
0,3,False,['Neutral Sentiment'],29,1729546096.918437,1729546104.128852,7.210415124893188
0,3,False,"['Neutral Sentiment', 'Plot Dissatisfaction']",30,1729546104.128852,1729546112.232798,8.103945970535278
0,4,False,"['Positive Sentiment', 'Plot Dissatisfaction', 'Character Dissatisfaction']",31,1729546112.232798,1729546122.6438744,10.411076307296751
0,4,False,"['Positive Sentiment', 'Recommendation Willingness']",32,1729546122.6438744,1729546130.812502,8.168627500534058
0,2,False,"['Negative Sentiment', 'Character Dissatisfaction']",33,1729546130.812502,1729546138.1632695,7.350767612457275
0,2,False,['Character Dissatisfaction'],34,1729546138.1637733,1729546145.8495708,7.685797452926636
0,5,False,['Positive Sentiment'],35,1729546145.8495708,1729546153.1653185,7.315747499465942
0,0,True,['Lack of Engagement'],36,1729546153.1653185,1729546161.6364665,8.471148014068604
0,5,False,['Positive Sentiment'],37,1729546161.6364665,1729546169.9894936,8.35302734375
0,2,False,['Character Dissatisfaction'],38,1729546169.9894936,1729546177.4650142,7.475520610809326
0,2,False,['Character Dissatisfaction'],39,1729546177.4650142,1729546184.614621,7.149606704711914
0,2,False,['Character Dissatisfaction'],40,1729546184.614621,1729546192.6108515,7.996230602264404
0,2,False,['Negative Sentiment'],41,1729546192.6108515,1729546200.286881,7.676029443740845
0,3,False,['Neutral Sentiment'],42,1729546200.286881,1729546208.359117,8.072236061096191
0,5,False,['Positive Sentiment'],43,1729546208.359117,1729546216.6180413,8.25892424583435
0,4,False,['Neutral Sentiment'],44,1729546216.6180413,1729546226.187515,9.56947374343872
0,4,False,['Positive Sentiment'],45,1729546226.1880174,1729546235.7782862,9.590268850326538
0,3,False,['Neutral Sentiment'],46,1729546235.7782862,1729546243.5559876,7.777701377868652
0,3,False,['Neutral Sentiment'],47,1729546243.5559876,1729546250.6523075,7.096320152282715
0,1,False,"['Negative Sentiment', 'Plot Dissatisfaction', 'Character Dissatisfaction']",48,1729546250.6528108,1729546259.224036,8.5712251663208
0,2,False,['Negative Sentiment'],49,1729546259.224036,1729546267.0129523,7.788916349411011
0,1,False,['Negative Sentiment'],50,1729546267.0129523,1729546274.0092993,6.996346950531006
0,2,False,['Character Dissatisfaction'],51,1729546274.0092993,1729546281.455355,7.44605565071106
0,2,False,['Character Dissatisfaction'],52,1729546281.455355,1729546288.689098,7.233742952346802
0,5,False,['Positive Sentiment'],53,1729546288.689098,1729546295.6194172,6.930319309234619
0,5,False,"['Positive Sentiment', 'Recommendation Willingness']",54,1729546295.6194172,1729546302.9819968,7.362579584121704
0,3,False,['Neutral Sentiment'],55,1729546302.9819968,1729546310.7493632,7.767366409301758
0,2,False,['Negative Sentiment'],56,1729546310.7498806,1729546317.455274,6.705393314361572
0,2,False,"['Plot Dissatisfaction', 'Pacing Issues']",57,1729546317.455274,1729546326.349319,8.894045114517212
0,3,False,['Neutral Sentiment'],58,1729546326.349319,1729546333.6679025,7.3185834884643555
0,2,False,['Character Dissatisfaction'],59,1729546333.6689029,1729546341.1637397,7.494836807250977
0,5,False,['Positive Sentiment'],60,1729546341.1642444,1729546349.315828,8.151583671569824
0,5,False,[],61,1729546349.315828,1729546356.2366664,6.920838356018066
0,5,False,['Positive Sentiment'],62,1729546356.2371936,1729546364.202101,7.96490740776062
0,3,False,['Plot Dissatisfaction'],63,1729546364.2026112,1729546372.761164,8.558552742004395
0,4,False,['Positive Sentiment'],64,1729546372.7616675,1729546380.0608728,7.299205303192139
0,4,False,"['Positive Sentiment', 'Recommendation Willingness']",65,1729546380.0608728,1729546387.4003425,7.33946967124939
0,5,False,"['Positive Sentiment', 'Engagement', 'Plot and Character Satisfaction', 'Recommendation Willingness']",66,1729546387.4003425,1729546397.1853678,9.785025358200071
0,4,False,['Positive Sentiment'],67,1729546397.1853678,1729546404.7091973,7.523829460144043
0,5,False,['Positive Sentiment'],68,1729546404.7091973,1729546414.8701682,10.16097092628479
0,2,False,['Character Dissatisfaction'],69,1729546414.8701682,1729546424.935773,10.06560468673706
0,0,True,"['Negative Sentiment', 'Character Dissatisfaction']",70,1729546424.935773,1729546432.4806464,7.544873476028442
0,5,False,['Positive Sentiment'],71,1729546432.4806464,1729546440.535741,8.055094718933105
0,4,False,['Positive Sentiment'],72,1729546440.535741,1729546448.5323994,7.996658325195312
0,5,False,['Positive Sentiment'],73,1729546448.5323994,1729546458.83541,10.30301070213318
0,2,False,['Plot Dissatisfaction'],74,1729546458.83541,1729546466.7013278,7.865917682647705
0,1,False,['Negative Sentiment'],75,1729546466.7013278,1729546474.9865606,8.285232782363892
0,5,False,['Positive Sentiment'],76,1729546474.9870846,1729546482.5090816,7.521996974945068
0,5,False,['Positive Sentiment'],77,1729546482.5090816,1729546490.765627,8.256545305252075
0,5,False,['Positive Sentiment'],78,1729546490.765627,1729546498.9393902,8.173763275146484
0,5,False,['Positive Sentiment'],79,1729546498.9393902,1729546508.008676,9.069285869598389
0,5,False,['Positive Sentiment'],80,1729546508.008676,1729546516.2865417,8.277865409851074
0,5,False,"['Positive Sentiment', 'Recommendation Willingness']",81,1729546516.2865417,1729546524.8798366,8.593295097351074
0,5,False,['Positive Sentiment'],82,1729546524.8798366,1729546532.364005,7.484168767929077
0,2,False,['Character Dissatisfaction'],83,1729546532.364005,1729546539.5982077,7.234202146530151
0,0,True,['Negative Sentiment'],84,1729546539.5982077,1729546546.0806875,6.482480049133301
0,5,False,['Positive Sentiment'],85,1729546546.0811927,1729546553.7507558,7.669563055038452
0,2,False,['Plot Dissatisfaction'],86,1729546553.7507558,1729546561.667158,7.916402339935303
0,3,False,['Neutral Sentiment'],87,1729546561.667158,1729546570.5832517,8.916093349456787
0,5,False,['Positive Sentiment'],88,1729546570.5832517,1729546577.8122113,7.228959798812866
0,5,False,['Positive Sentiment'],89,1729546577.8122113,1729546585.3029912,7.490779876708984
0,2,False,['Negative Sentiment'],90,1729546585.3029912,1729546593.14273,7.839738845825195
0,2,False,['Negative Sentiment'],91,1729546593.14273,1729546599.8857293,6.742999315261841
0,2,False,['Plot Dissatisfaction'],92,1729546599.8857293,1729546606.9353015,7.049572229385376
0,5,False,['Positive Sentiment'],93,1729546606.9353015,1729546614.6924877,7.757185935974121
0,4,False,['Positive Sentiment'],94,1729546614.6924877,1729546623.0473092,8.354821681976318
0,4,False,['Positive Sentiment'],95,1729546623.0473092,1729546630.7771494,7.729840278625488
0,3,False,['Neutral Sentiment'],96,1729546630.7771494,1729546638.60231,7.825160503387451
0,4,False,"['Positive Sentiment', 'Recommendation Willingness']",97,1729546638.60231,1729546647.4077835,8.805473566055298
0,5,False,['Positive Sentiment'],98,1729546647.4077835,1729546657.1935096,9.785726070404053
0,4,False,['Negative Sentiment'],99,1729546657.1935096,1729546664.3645277,7.171018123626709
0,2,False,['Character Dissatisfaction'],100,1729546664.3645277,1729546672.1766486,7.8121209144592285
0,5,False,['Positive Sentiment'],101,1729546672.1766486,1729546680.2059708,8.029322147369385
0,2,False,['Character Dissatisfaction'],102,1729546680.2059708,1729546686.949446,6.743475198745728
0,2,False,['Negative Sentiment'],103,1729546686.949446,1729546694.3513844,7.401938438415527
0,2,False,['Character Dissatisfaction'],104,1729546694.3513844,1729546701.8727407,7.5213563442230225
0,5,False,['Positive Sentiment'],105,1729546701.8727407,1729546711.562259,9.689518213272097
0,5,False,['Positive Sentiment'],106,1729546711.562259,1729546719.5273468,7.965087890625
0,3,False,['Neutral Sentiment'],107,1729546719.5273468,1729546728.3634243,8.836077451705933
0,4,False,['Positive Sentiment'],108,1729546728.3634949,1729546738.1757154,9.812220573425291
0,5,False,['Positive Sentiment'],109,1729546738.1757154,1729546745.858631,7.682915210723877
0,4,False,"['Positive Sentiment', 'General Enjoyment']",110,1729546745.858631,1729546753.719548,7.860917329788208
0,2,False,['Negative Sentiment'],111,1729546753.719548,1729546760.9187849,7.199236869812012
0,4,False,['Positive Sentiment'],112,1729546760.9187849,1729546769.4229996,8.504214763641357
0,2,False,['Negative Sentiment'],113,1729546769.4229996,1729546777.3007977,7.877798080444336
0,2,False,['Character Dissatisfaction'],114,1729546777.3007977,1729546785.1951122,7.894314527511597
0,1,False,"['Negative Sentiment', 'Character Dissatisfaction']",115,1729546785.1951122,1729546793.023938,7.8288257122039795
0,5,False,['Positive Sentiment'],116,1729546793.023938,1729546804.5346005,11.510662317276
0,4,False,['Positive Sentiment'],117,1729546804.5346005,1729546812.843953,8.309352397918701
0,5,False,"['Positive Sentiment', 'Recommendation Willingness']",118,1729546812.843953,1729546820.5576005,7.713647603988647
0,4,False,['Positive Sentiment'],119,1729546820.5576005,1729546828.3326323,7.77503228187561
0,5,False,['Positive Sentiment'],120,1729546828.3326323,1729546839.0091548,10.676522254943848
0,3,False,['Neutral Sentiment'],121,1729546839.0091548,1729546847.762165,8.753010272979736
0,2,False,['Character Dissatisfaction'],122,1729546847.762165,1729546855.183257,7.42109227180481
0,2,False,"['Plot Dissatisfaction', 'Character Dissatisfaction']",123,1729546855.183257,1729546865.5048556,10.321598291397097
0,5,False,['Neutral Sentiment'],124,1729546865.5048556,1729546875.2777631,9.772907495498655
0,0,True,['Negative Sentiment'],125,1729546875.2777631,1729546882.4480474,7.170284271240234
0,2,False,['Plot Dissatisfaction'],126,1729546882.448553,1729546890.4463837,7.997830152511597
0,5,False,['Positive Sentiment'],127,1729546890.4463837,1729546898.9314263,8.485043048858643
0,2,False,['Character Dissatisfaction'],128,1729546898.9319298,1729546906.0907218,7.158792018890381
0,5,False,['Positive Sentiment'],129,1729546906.0907218,1729546913.5318885,7.441166639328003
0,3,False,['Plot Dissatisfaction'],130,1729546913.5324254,1729546921.5647457,8.032320261001587
0,2,False,['Negative Sentiment'],131,1729546921.5647457,1729546928.7136602,7.148914575576782
0,5,False,['Positive Sentiment'],132,1729546928.7136602,1729546936.5858111,7.872150897979736
0,4,False,"['Neutral Sentiment', 'Pacing Issues', 'Character Dissatisfaction']",133,1729546936.586316,1729546943.6054354,7.019119501113892
0,5,False,"['Positive Sentiment', 'Plot Satisfaction', 'Character Satisfaction', 'Recommendation Willingness']",134,1729546943.6054354,1729546953.4476442,9.842208862304688
0,2,False,"['Character Dissatisfaction', 'Plot Dissatisfaction']",135,1729546953.4476442,1729546961.454837,8.007192850112915
0,1,False,"['Negative Sentiment', 'Recommendation Hesitation']",136,1729546961.454837,1729546969.5196114,8.06477427482605
0,5,False,['Positive Sentiment'],137,1729546969.5201178,1729546976.5897512,7.069633483886719
0,2,False,"['Plot Dissatisfaction', 'Character Dissatisfaction']",138,1729546976.5897512,1729546983.7835083,7.1937572956085205
0,3,False,['Neutral Sentiment'],139,1729546983.7835083,1729546991.5919666,7.808458089828491
0,3,False,['Neutral Sentiment'],140,1729546991.5919666,1729546999.1920762,7.600109577178955
0,1,False,['Negative Sentiment'],141,1729546999.1920762,1729547009.3229527,10.130876541137695
0,2,False,['Negative Sentiment'],142,1729547009.3229527,1729547017.435444,8.112491369247437
0,5,False,"['Positive Sentiment', 'Engagement']",143,1729547017.435444,1729547025.717542,8.282097816467285
0,3,False,['Neutral Sentiment'],144,1729547025.717542,1729547032.9499605,7.232418537139893
0,4,False,"['Positive Sentiment', 'Plot Satisfaction']",145,1729547032.9499605,1729547042.0121064,9.062145948410034
0,2,False,['Plot Dissatisfaction'],146,1729547042.012611,1729547050.428601,8.415990352630615
0,5,False,['Positive Sentiment'],147,1729547050.428601,1729547057.3517952,6.923194169998169
0,3,False,['Neutral Sentiment'],148,1729547057.3517952,1729547066.554546,9.20275068283081
0,5,False,"['Negative Sentiment', 'Plot Dissatisfaction']",149,1729547066.554546,1729547074.2732406,7.718694686889648
0,3,False,['Neutral Sentiment'],150,1729547074.273744,1729547081.6115282,7.337784290313721
0,4,False,['Positive Sentiment'],151,1729547081.6115432,1729547089.6134262,8.001883029937744
0,4,False,"['Positive Sentiment', 'General Enjoyment']",152,1729547089.6134262,1729547098.1971786,8.583752393722534
0,2,False,['Character Dissatisfaction'],153,1729547098.1971786,1729547107.0972135,8.90003514289856
0,5,False,['Positive Sentiment'],154,1729547107.0972135,1729547114.6420317,7.544817924499512
0,0,True,['Negative Sentiment'],155,1729547114.6420317,1729547121.3006325,6.658600807189941
0,3,False,['Neutral Sentiment'],156,1729547121.3006325,1729547129.1507876,7.8501551151275635
0,0,True,['Negative Sentiment'],157,1729547129.1507876,1729547136.0287557,6.877968072891235
0,5,False,"['Positive Sentiment', 'General Enjoyment']",158,1729547136.0287557,1729547143.8354857,7.806730031967163
0,5,False,['Positive Sentiment'],159,1729547143.8354857,1729547152.916921,9.081434965133669
0,2,False,['Character Dissatisfaction'],160,1729547152.916921,1729547160.5785508,7.661630153656006
0,4,False,"['Positive Sentiment', 'General Enjoyment']",161,1729547160.5785508,1729547168.5040543,7.925503492355347
0,5,False,"['Positive Sentiment', 'Recommendation Willingness']",162,1729547168.5040543,1729547177.0055811,8.501526832580566
0,5,False,['Positive Sentiment'],163,1729547177.0055811,1729547184.8002334,7.794652223587036
0,2,False,"['Character Dissatisfaction', 'Plot Dissatisfaction']",164,1729547184.8002334,1729547195.25286,10.452626705169678
0,3,False,['Neutral Sentiment'],165,1729547195.2533667,1729547204.913568,9.66020131111145
0,3,False,['Neutral Sentiment'],166,1729547204.9140725,1729547213.549018,8.634945392608643
0,4,False,"['Positive Sentiment', 'General Enjoyment']",167,1729547213.549018,1729547221.8896277,8.340609550476074
0,2,False,['Plot Dissatisfaction'],168,1729547221.8896277,1729547228.9480505,7.058423042297363
0,3,False,"['Plot Dissatisfaction', 'Repetition (Feeling of Deja Vu)']",169,1729547228.9480505,1729547236.8884168,7.940366268157959
0,4,False,['Recommendation Hesitation'],170,1729547236.8884168,1729547245.5076578,8.619240999221802
0,5,False,['Positive Sentiment'],171,1729547245.5081604,1729547253.6262271,8.118066787719727
0,5,False,['Positive Sentiment'],172,1729547253.6262271,1729547262.5074978,8.88127064704895
0,5,False,['Positive Sentiment'],173,1729547262.5074978,1729547272.5882337,10.080735683441162
0,2,False,['Character Dissatisfaction'],174,1729547272.5882337,1729547281.5631618,8.974928379058838
0,2,False,['Plot Dissatisfaction'],175,1729547281.5631618,1729547289.430979,7.867817163467407
0,4,False,"['Positive Sentiment', 'Plot Satisfaction']",176,1729547289.430979,1729547299.3532798,9.922300815582275
0,3,False,['Neutral Sentiment'],177,1729547299.3532798,1729547306.9536843,7.600404500961304
0,2,False,['Character Dissatisfaction'],178,1729547306.9536843,1729547315.3276093,8.373924970626831
0,0,True,['Negative Sentiment'],179,1729547315.3276093,1729547322.6301434,7.302534103393555
0,3,False,['Neutral Sentiment'],180,1729547322.6301434,1729547331.3202286,8.690085172653198
0,4,False,['Positive Sentiment'],181,1729547331.3202286,1729547339.619239,8.299010753631592
0,4,False,['Positive Sentiment'],182,1729547339.619239,1729547348.0643747,8.445135354995728
